PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA.x,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League.x,GameID,Connection_Diff,Swings,League.y,College_wOBA,College_wRC_plus,CollegeK,CollegeBB,CollegeMiss,K,BB,Pitches Per PA,Swing,SwStr,Whiff,Z-Swing,Chase,Contact,Z-Contact,O-Contact,PA,BIP,xwOBA,wOBA.y,xwOBAcon,wOBAcon,HardHit,Barrel,Max_EV,Avg_EV,Med_EV,SD_EV,IQR_EV,Avg_LA,Med_LA,SD_LA,IQR_LA,Avg_Dist,Avg_Spin,AvgBS,MedBS,MaxBS,Top_10%_Avg_BS,10%_Number,SD_BS,AvgAA,Med_AA,SD_AA,AvgTTC,SD_TtC,AvgVBA,SD_VBA,AvgEC,MedEC,SDEC,AvgCI,MedCI,SD CI,AvgOPE,Med OPE,SD OPE,Avg Peak Hand Speed,SD PHD,Avg Power,SD PWR,Average Rotational Acceleration,SD RA,Z_AA,Z_BS,Z_VBA,Z_OPE,Z_CI,Z_EC,Z_TTC,Zone
196,7/20/19,8:15:59 PM,Player C,b4d88a2d-ab4c-11e9-9c79-d0c6372c7549,Bat,L,52,31,38,65,6.2,68,-2,119,98,-30,3.65,19.2,0.15,2,2,Right,BOU_BRA,Left,WAR_GAT,Stretch,8,Top,0,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,90.73690672,-2.389029297,-3.026463932,2245.942612,198.1271355,0.520833333,6.012964485,2.853298075,5.432617181,-13.13292323,21.67133541,7.105359045,2.677084874,0.608844204,82.09797853,-4.842834417,-1.696340737,0.42460755,67.74935635,34.00874428,-137.2760978,3608.483883,NA,NA,NA,NA,NA,NA,NA,-4.698618702,12.25070202,-2.590203097,50,5.792333227,6.707067218,-131.6194727,-5.964278955,-8.168660208,30.26735969,-10.87591214,BOU_BRA,WAR_GAT,CCBLBourne,CCBL,CCBL,20190720-CCBLBourne-1,21,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-1.571428571,0,0.125,0.9,0.428571429,0.5,-1,Middle In
25,7/24/19,6:21:03 PM,Player C,5140348b-ae61-11e9-92e0-cc2f719bf2a2,Bat,L,49,35,49,68.7,12.3,64,13,114,99,-35,4.08,20.2,0.15,1,1,Right,FAL_COM,Left,WAR_GAT,Windup,2,Top,0,0,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,88.94734926,-1.940276115,-3.820433438,2135.058548,241.5166853,0.083333333,5.699779864,2.086436998,6.129853341,-25.88792026,9.394983484,17.37657112,1.74456924,-0.001601464,80.77902203,-6.82834414,-0.526488359,0.427517285,68.22054621,47.06600649,-15.29879893,3944.844208,99.57356621,75.6652617,-46.7448657,197.7565335,78.68615517,-31.0754402,4.438759155,-10.63679825,5.713488088,-1.803661102,50,5.538010164,8.087427697,-129.1088877,-5.179479132,-17.79189162,29.14739588,-22.61724787,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190724-CCBLFalmouth-1,15,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,0.571428571,0.925,-0.5,0.5,0.571428571,0.142857143,-1,Down & Middle
73,7/24/19,6:50:21 PM,Player C,67bfd3ec-ae65-11e9-92e0-cc2f719bf2a2,Bat,L,35,20,41,58.8,7.7,46,8,131,111,-21,2.67,18.6,0.17,3,1,Right,FAL_COM,Left,WAR_GAT,Stretch,4,Top,1,0,0,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,79.68975307,-0.070203995,-4.084016345,1454.731509,252.9327162,0.104166667,5.620224873,2.243585301,7.001468048,-38.2793168,3.571700832,11.76179478,2.366304779,-0.494883968,73.6861717,-7.354242166,-1.838597324,0.465612391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.651643977,2.020736268,-1.997931789,50,5.602613069,8.008361371,-115.9707221,-1.027715142,-10.49171458,20.301423,-29.40327299,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190724-CCBLFalmouth-1,20,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.142857143,-1.55,1.25,-1.3,2.285714286,1.357142857,1,Middle Away
76,7/24/19,6:52:00 PM,Player C,a65d6506-ae65-11e9-92e0-cc2f719bf2a2,Bat,L,56,41,40,62.8,7.4,73,2,106,99,-36,3.2,19.9,0.16,3,4,Right,FAL_COM,Left,WAR_GAT,Stretch,4,Top,1,1,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,80.9520624,-1.011979771,-2.639932195,1524.622175,264.8676821,0.114583333,5.517164909,2.24173532,6.954274167,-39.82793663,1.232792231,14.15555919,1.276385868,1.017824894,74.11399396,-8.620724123,0.085397501,0.461195271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.74588259,0.997700486,-2.083268698,50,5.440448835,5.101832948,-117.8626637,-3.019950657,-12.20291505,24.0957745,-30.78198159,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190724-CCBLFalmouth-1,7,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-1,-0.55,-0.625,1.4,0.571428571,-0.428571429,0,NA
147,7/24/19,7:30:13 PM,Player C,fed82255-ae6a-11e9-92e0-cc2f719bf2a2,Bat,L,55,33,48,60.3,11.7,71,5,111,104,-36,3.57,19.9,0.13,2,3,Right,FAL_COM,Left,WAR_GAT,Windup,7,Top,1,1,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,74.93148537,0.738023233,-1.988890756,2466.252272,110.032288,0.40625,5.548181527,2.45414878,5.863762031,-45.77714096,4.500270951,-12.47239807,2.419379379,-0.433329316,68.15698118,-7.864012081,-4.344948288,0.51033808,74.11287736,-15.4405649,3.143261276,NA,NA,NA,NA,10.29998466,9.988802375,4.918108048,0.082886353,6.106724569,2.196822256,-2.286003509,50,5.581615793,4.120156241,-108.9035043,0.162035825,7.227152897,21.72150288,-29.5741654,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190724-CCBLFalmouth-1,7,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.571428571,-1.175,-0.625,1.2,1.285714286,-0.071428571,-3,Middle Away
33,7/26/19,5:22:23 PM,Player C,789b15b6-afeb-11e9-a592-1c4d702b06a0,Bat,L,47,28,48,65.3,11.3,61,16,125,98,-30,3.73,18.8,0.15,2,2,Right,COT_KET,Left,WAR_GAT,Windup,2,Top,1,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,88.31442518,-1.806963012,-3.773720181,2155.421503,211.619181,0.041666667,5.674362986,2.547505284,6.61520744,-16.17561787,19.22870663,11.85894891,2.667537878,0.074992421,79.3074657,-4.911130913,-1.496308883,0.428252271,69.14306127,19.91016534,-167.6360772,2407.668258,-107.835018,9.169400639,-21.7164741,133.7809131,48.32375568,-168.9164288,1.656621704,-7.850498082,11.29426545,-2.296175416,50,5.544843992,8.133552033,-128.2431331,-4.49826132,-12.83027848,31.13036053,-13.71552919,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,27,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,1,0.075,0.125,0.2,0.428571429,0.928571429,-1,Middle Middle
36,7/26/19,5:23:10 PM,Player C,96010241-afeb-11e9-a592-1c4d702b06a0,Bat,L,43,27,55,67.4,15.2,56,16,124,102,-26,3.98,20.1,0.15,2,5,Right,COT_KET,Left,WAR_GAT,Windup,2,Top,1,3,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,88.92222607,-2.331222962,-3.19159848,2120.600951,218.9877377,0.052083333,5.777857242,2.131023556,6.913394334,-19.21381752,14.83365344,12.03271185,2.049568807,0.224670465,81.14074586,-6.005164596,-0.882812389,0.419965822,65.88572853,43.91043203,23.24709184,3860.882768,101.7311362,70.98588239,41.84226902,207.3963607,130.5977181,23.41759158,4.287747192,-7.667637547,8.987786898,-1.935374398,50,5.624679648,6.897507138,-129.3343346,-5.775380796,-12.93338907,28.02580061,-17.01389732,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,22,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,1,0.6,0.625,-0.3,1,0.857142857,-1,Down & Middle
111,7/26/19,6:11:09 PM,Player C,4a93476d-aff2-11e9-a592-1c4d702b06a0,Bat,L,38,20,49,69.2,12,50,8,134,106,-34,4.37,19.7,0.14,1,5,Right,COT_KET,Left,WAR_GAT,Windup,5,Top,0,3,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,87.1342222,-2.006265201,-3.829684752,2073.498525,217.8648214,0.052083333,5.762936883,2.282283363,6.774161735,-20.8805052,15.1684852,11.8197459,2.186390163,-0.234331352,78.64124193,-6.011283613,-1.557114476,0.432133636,89.00183281,12.30627951,6.157018622,1239.452937,109.5670743,15.36458146,9.74713664,224.5439332,224.0445584,4.34346628,2.158526001,-7.843890385,9.126335715,-2.037413812,50,5.624107617,8.162910173,-126.5664136,-4.990308707,-12.52729565,29.54969126,-17.59858918,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,28,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.142857143,1.05,-0.375,-0.9,1.571428571,1.571428571,-2,Down & Middle
170,7/26/19,6:54:02 PM,Player C,4602647f-aff8-11e9-a592-1c4d702b06a0,Bat,L,49,30,43,67.3,8.8,64,8,118,102,-37,4.14,20.6,0.14,2,3,Right,COT_KET,Left,WAR_GAT,Stretch,7,Top,1,1,1,Fastball,Cutter,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,90.22698985,-1.942024401,-2.440213393,2296.406801,168.5657266,0.479166667,5.840061857,2.495997504,5.744822163,-22.9802796,11.72700343,-2.378479857,2.114810231,0.024741727,82.03381714,-6.244400529,-2.8876788,0.424015592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539263894,6.893660383,-2.291913312,50,5.664770333,5.664686284,-131.0558417,-5.21761125,0.929833752,29.91971139,-20.2875526,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,16,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.142857143,0.575,-0.75,0.5,1,0.428571429,-2,Down & Middle
171,7/26/19,6:54:33 PM,Player C,587b674e-aff8-11e9-a592-1c4d702b06a0,Bat,L,51,31,40,61.3,7.4,67,9,117,101,-25,3.25,18.3,0.15,2,4,Right,COT_KET,Left,WAR_GAT,Stretch,7,Top,1,1,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,92.94730489,-1.490336037,-2.677088719,2170.706184,230.4018382,0.072916667,5.738104847,2.202789989,6.078813562,-19.43840074,13.26653219,16.07470296,2.737705318,1.063960568,83.13215538,-5.191981595,0.392320372,0.411602638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.704384264,7.760354173,-2.004475938,50,5.612779729,5.794778674,-134.962654,-4.138925031,-17.48412208,35.72331856,-18.192432,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,16,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,0,-0.925,0.75,0.8,0.857142857,0.357142857,-1,NA
172,7/26/19,6:54:58 PM,Player C,686842be-aff8-11e9-a592-1c4d702b06a0,Bat,L,58,43,50,66.4,12.5,76,5,103,101,-34,3.92,20.1,0.15,2,5,Right,COT_KET,Left,WAR_GAT,Stretch,7,Top,1,1,2,Splitter,Splitter,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,83.63420307,-0.636146736,-1.993715173,854.3326648,261.6681742,0.114583333,5.705721313,2.501493936,5.490966245,-40.39889653,0.760970759,5.4603056,1.74373335,1.090918193,75.47279213,-8.205602368,-0.963595937,0.461751698,75.43653573,26.01665822,-43.52055054,3625.493942,72.74075176,37.15473314,-82.51532078,239.4595914,83.80975024,-55.28053833,3.220036011,-3.589501451,0.621038669,-2.33072192,50,5.623454491,4.051590622,-121.4224927,-2.645556279,-5.251083391,28.23378418,-31.26553079,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,2,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.571428571,0.35,-0.375,1.7,0.857142857,-0.642857143,-1,NA
173,7/26/19,6:55:26 PM,Player C,735025a7-aff8-11e9-a592-1c4d702b06a0,Bat,L,54,43,44,61.8,9.4,70,10,105,99,-29,2.98,20.2,0.17,2,6,Right,COT_KET,Left,WAR_GAT,Stretch,7,Top,1,1,2,Splitter,Splitter,InPlay,Undefined,GroundBall,Error,0,0,0,NA,85.79746968,-1.792279258,-2.677536439,933.1245972,222.1917428,0.0625,5.787707192,2.386950086,5.452050953,-32.25571255,7.307642918,6.657966903,1.419699872,0.433666466,76.62746679,-7.856049795,-1.417349642,0.452707904,79.59933285,-29.4624312,46.22225927,NA,NA,NA,NA,4.814323197,4.806561759,18.82733489,0.027622681,-4.534938073,4.56076421,-2.15529319,50,5.608186801,5.59706384,-124.3582593,-4.95492722,-6.895736418,31.67454734,-25.23904143,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,6,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,0.142857143,-0.8,0.25,1.1,0.571428571,-0.5,1,NA
239,7/2/19,7:25:14 PM,Player C,a8e9da21-9d20-11e9-8da8-38baf8f1539b,Bat,L,61,56,44,60.1,9.7,79,11,93,99,-36,3,18.8,0.16,1,5,Right,YAR_RED,Left,WAR_GAT,Windup,9,Top,0,2,2,Curveball,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,80.94293027,0.100548759,-1.874360441,2725.572137,116.8320781,0.416666667,5.279304868,2.899832074,6.13324026,-41.07955576,2.790209056,-5.597541775,1.948980873,0.700555493,71.31750787,-7.791563653,-2.955815385,0.4767099,90.72724099,10.19813009,-0.841819842,725.7449633,109.9549742,8.850291846,-3.131759988,167.1695942,167.1695942,-1.734835138,1.479155273,2.299099666,1.493246701,-2.754120146,50,5.266365237,3.996310072,-117.4766102,-0.908037224,3.06471741,31.79529864,-30.1835393,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,-6,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,0.285714286,-1.225,-0.625,2,0.571428571,-1.357142857,0,Down & In
93,7/2/19,5:56:20 PM,Player C,3a4f667d-9d14-11e9-8da8-38baf8f1539b,Bat,L,42,25,42,65.7,8.4,56,13,121,107,-23,3.33,18.6,0.17,4,3,Left,YAR_RED,Left,WAR_GAT,Stretch,4,Top,2,0,2,Fastball,Fastball,InPlay,Undefined,Popup,Out,0,1,0,NA,86.38554527,-1.593812227,3.530683774,2019.404263,161.5932524,0.479166667,6.054256512,-2.097952771,5.326237171,-17.14627107,21.77469768,-7.258504196,3.126794738,0.613993846,77.39610645,-4.808518534,2.168449756,0.449017574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.035976104,12.09841221,1.783805649,50,5.898038089,-7.477112498,-125.1842514,-4.072752464,7.838214357,29.78867315,-13.3435485,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,14,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,0.571428571,0.175,1,-0.3,1.714285714,0.642857143,1,Up & In
154,7/2/19,6:33:37 PM,Player C,6f09ea64-9d19-11e9-8da8-38baf8f1539b,Bat,L,37,44,44,68,9.3,49,18,107,96,-32,3.65,20.3,0.16,5,2,Right,YAR_RED,Left,WAR_GAT,Stretch,6,Top,2,0,1,Curveball,Slider,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,80.8299173,-0.877874649,-2.32093303,2115.7679,113.5988685,0.40625,5.433237369,2.576844006,5.898093038,-39.52375745,4.28561136,-9.904191558,1.323964334,-0.404107934,72.44965479,-8.352569385,-4.208146177,0.476381641,84.78808365,-2.963597771,58.20991588,NA,NA,NA,NA,21.27217741,20.54985179,51.60446579,0.167001343,4.527458227,2.653130702,-2.384785956,50,5.34054665,5.039174033,-117.3256963,-2.932401452,6.117479168,28.52844151,-28.58915147,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,11,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,1.285714286,0.75,-0.125,-1,0.142857143,-0.357142857,0,NA
157,7/2/19,6:35:23 PM,Player C,ada42a67-9d19-11e9-8da8-38baf8f1539b,Bat,L,55,37,42,59.7,8.5,71,1,104,106,-39,3.08,19.1,0.15,5,5,Right,YAR_RED,Left,WAR_GAT,Stretch,6,Top,2,2,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,90.17852242,-2.005831629,-2.990852642,2338.920198,232.5571571,0.072916667,5.390215837,2.58658431,6.903191814,-21.54897939,12.18350248,15.95210729,1.764486879,1.189634882,80.68596711,-6.169467987,0.10375903,0.418018658,77.79586617,-7.0002014,-16.19407653,NA,NA,NA,NA,14.83636155,14.47873264,-19.20875397,0.117820435,-10.03581515,7.567009717,-2.404348365,50,5.256389572,6.431631553,-131.0622124,-5.158455382,-17.00832698,34.32120261,-19.34976138,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,-2,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-1.142857143,-1.325,-1,1.2,1.571428571,-0.571428571,-1,NA
208,7/5/19,8:23:15 PM,Player C,40903894-9f84-11e9-b28b-1c1bb52a548f,Bat,L,47,44,31,57.4,2.8,61,7,110,92,-38,2.93,16.5,0.15,4,4,Right,ORL_FIR,Left,WAR_GAT,Windup,6,Bottom,2,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,79.60766878,-1.013448025,-3.092967192,2134.376029,204.4550822,0.53125,5.592900331,2.333354351,6.434009346,-40.96711867,3.254812378,1.499132032,1.246228059,-0.386708674,71.46121181,-8.835325332,-2.804582596,0.478619479,53.35171807,33.85676174,-129.2793116,4785.236057,NA,NA,NA,NA,NA,NA,NA,-1.958313089,2.172350392,-2.114231623,50,5.502543832,6.208687005,-115.6085592,-3.092440048,-2.572775189,27.42796015,-29.32007734,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190705-CCBLWareham-1,18,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.285714286,-1.9,-0.875,0.2,-0.428571429,-0.142857143,-1,NA
46,7/5/19,7:04:28 PM,Player C,4044caff-9f79-11e9-b28b-1c1bb52a548f,Bat,L,48,27,49,62.1,12.2,63,8,126,99,-31,3.57,18.9,0.14,1,2,Right,ORL_FIR,Left,WAR_GAT,Windup,2,Bottom,0,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,88.44972714,-3.205725293,-2.255228196,2137.499795,207.3045732,0.041666667,5.819342485,1.373430068,5.699061127,-13.17135415,23.40570691,12.1007059,1.729326767,0.279406518,79.3912194,-5.686632305,0.034711102,0.435287226,80.27084445,26.92646295,-28.98097615,3933.078622,91.56469489,42.5023736,-60.95768595,267.1848638,136.2108547,-39.31972591,3.635706177,-7.261124816,13.66149005,-1.191693148,50,5.542100193,4.654403513,-128.2621573,-7.621249406,-11.8704714,31.14163209,-9.840273691,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190705-CCBLWareham-1,27,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,-0.142857143,-0.725,0,0.4,0.571428571,1,-2,Down & In
79,7/5/19,7:24:21 PM,Player C,00f9c226-9f7c-11e9-b28b-1c1bb52a548f,Bat,L,40,32,37,66.7,5.6,53,25,126,89,-24,3.39,18.4,0.17,1,2,Right,ORL_FIR,Left,WAR_GAT,Windup,3,Bottom,0,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,88.78108544,-2.683098356,-4.393221675,2160.566215,219.7739416,0.052083333,5.710646486,2.137033219,6.520429845,-17.15399887,17.76004064,14.81075395,1.810548559,-0.667100274,80.58710958,-5.947024264,-1.571453959,0.425276679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.504200619,10.62215043,-1.837647376,50,5.516026946,9.475312859,-128.8056312,-6.540953312,-15.84754354,28.62426648,-14.46240734,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190705-CCBLWareham-1,37,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,2.285714286,0.425,0.875,-0.6,-0.857142857,1,1,Down & Away
119,7/5/19,7:41:45 PM,Player C,746ffc83-9f7e-11e9-b28b-1c1bb52a548f,Bat,L,39,20,36,66.5,5.4,51,17,138,101,-19,3.72,19,0.15,4,2,Right,ORL_FIR,Left,WAR_GAT,Windup,4,Bottom,2,1,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,90.06910692,-1.442129786,-4.212563415,2146.40429,225.3569833,0.0625,5.532110001,2.338571357,6.747554031,-19.37168723,14.14584566,14.35513464,2.59662782,-0.320122778,81.8377746,-5.145629224,-1.467003083,0.416684687,87.28156931,-15.97698444,34.05318781,NA,NA,NA,NA,10.6676109,10.62769082,29.79403807,0.073057251,-9.248593485,8.309560353,-2.067697213,50,5.429742623,9.245000165,-130.8657333,-3.835226339,-15.93574208,29.2713235,-17.85630275,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190705-CCBLWareham-1,37,1115,Cape,NA,NA,NA,NA,12,13,9,4,44,6,14,71,19,86,88,74,124,92,0.243,0.304,0.309,0.328,7,0,97,82,85,11,12,13,12,22,35,154,2922,65,66,73,72,70,4,9,9,7,0.16,0.01,-31,8,112,114,14,95,96,7,59,59,10,20,2,3,0.5,8,3,1.142857143,0.375,1.5,-0.8,0.857142857,1.857142857,-1,Middle Away
